MICFAM_Id	NbOrganismsFAM	Organism	GO_id	Label	Type	Evidence	Gene	Product	ECnumber	Mutation	ProductType	Localization	Roles	BioProcess	PubmedID	AmigeneStatus	Class	CreationDate	Frame	Begin	End	Length
singl	1	Streptococcus thermophilus CNCM I-1630	53684859	AGFN01_v1_3140001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	-2	1595760	1596086	327
singl	1	Streptococcus thermophilus CNCM I-1630	53684860	AGFN01_v1_3140002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+2	1595840	1596229	390
singl	1	Streptococcus thermophilus CNCM I-1630	53684864	AGFN01_v1_3160002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+3	1597905	1598030	126
singl	1	Streptococcus thermophilus CNCM I-1630	53684865	AGFN01_v1_3170001	fCDS	automatic/finished	obgE	fragment of ppGpp-binding GTPase involved in cell portioning, DNA repair and ribosome assembly (part 1)		pseudo	e : enzyme			16.3 : Control ;	10781545, 12682299, 15325267, 15827604, 18689482, 20830302, 24844575, 26951678, 28357361	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+3	1598367	1598636	270
singl	1	Streptococcus thermophilus CNCM I-1630	53684866	AGFN01_v1_3170002	fCDS	automatic/finished	obgE	fragment of ppGpp-binding GTPase involved in cell portioning, DNA repair and ribosome assembly (part 2)		pseudo	e : enzyme			16.3 : Control ;	10781545, 12682299, 15325267, 15827604, 18689482, 20830302, 24844575, 26951678, 28357361	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+1	1598605	1598862	258
singl	1	Streptococcus thermophilus CNCM I-1630	53684867	AGFN01_v1_3170003	fCDS	automatic/finished	obgE	fragment of ppGpp-binding GTPase involved in cell portioning, DNA repair and ribosome assembly (part 3)		pseudo	e : enzyme			16.3 : Control ;	10781545, 12682299, 15325267, 15827604, 18689482, 20830302, 24844575, 26951678, 28357361	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+2	1599002	1599124	123
singl	1	Streptococcus thermophilus CNCM I-1630	53684868	AGFN01_v1_3180001	CDS	automatic/finished		Serine endopeptidase	3.4.21.-	no						no		2017-11-24 00:00:00	-1	1600027	1600569	543
singl	1	Streptococcus thermophilus CNCM I-1630	53684872	AGFN01_v1_3200002	CDS	automatic/finished		PaaD		no						no		2017-11-24 00:00:00	+3	1602948	1603133	186
singl	1	Streptococcus thermophilus CNCM I-1630	53684873	AGFN01_v1_3200003	CDS	automatic/finished		putative protein involved in Fe-S cluster assembly, PaaD-like (fragment)		no						no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	+1	1603141	1603314	174
singl	1	Streptococcus thermophilus CNCM I-1630	53684874	AGFN01_v1_3210001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+2	1604429	1604611	183
singl	1	Streptococcus thermophilus CNCM I-1630	53684875	AGFN01_v1_3210002	fCDS	automatic/finished	gyrA	fragment of DNA gyrase (subunit A) (part 1)	5.99.1.3	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ; 16.3 : Control ; 16.9 : Replicate ;	12682299, 12767818, 17320901, 27557712	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	+1	1604566	1604817	252
singl	1	Streptococcus thermophilus CNCM I-1630	53684879	AGFN01_v1_3220002	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2017-11-24 00:00:00	+3	1605957	1606151	195
singl	1	Streptococcus thermophilus CNCM I-1630	53684881	AGFN01_v1_3230002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+3	1606842	1606958	117
singl	1	Streptococcus thermophilus CNCM I-1630	53684882	AGFN01_v1_3230003	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+3	1607097	1607270	174
singl	1	Streptococcus thermophilus CNCM I-1630	53684884	AGFN01_v1_3240002	CDS	automatic/finished		Polar-amino-acid-transporting ATPase	3.6.3.21	no						no		2017-11-24 00:00:00	+3	1607850	1608218	369
singl	1	Streptococcus thermophilus CNCM I-1630	53684885	AGFN01_v1_3250001	CDS	automatic/finished		Proline--tRNA ligase	6.1.1.15	no						no		2017-11-24 00:00:00	-1	1609090	1609272	183
singl	1	Streptococcus thermophilus CNCM I-1630	53684887	AGFN01_v1_3260002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+2	1610540	1610611	72
singl	1	Streptococcus thermophilus CNCM I-1630	53684888	AGFN01_v1_3270001	CDS	automatic/finished		Membrane protease subunits, stomatin/prohibitin-like proteins		no						no		2017-11-24 00:00:00	+2	1610786	1611166	381
singl	1	Streptococcus thermophilus CNCM I-1630	53684891	AGFN01_v1_3280002	CDS	automatic/finished		putative cytosolic protein		no						no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	-2	1612269	1612583	315
singl	1	Streptococcus thermophilus CNCM I-1630	53684892	AGFN01_v1_3280003	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+3	1612872	1613021	150
singl	1	Streptococcus thermophilus CNCM I-1630	53684893	AGFN01_v1_3290001	CDS	automatic/finished		COME operon protein 3		no						no		2017-11-24 00:00:00	-2	1613349	1613816	468
singl	1	Streptococcus thermophilus CNCM I-1630	53684896	AGFN01_v1_3310001	CDS	automatic/finished		GTP diphosphokinase	2.7.6.5	no						no		2017-11-24 00:00:00	+1	1615054	1615215	162
singl	1	Streptococcus thermophilus CNCM I-1630	53684897	AGFN01_v1_3310002	CDS	automatic/finished		GTP diphosphokinase	2.7.6.5	no						no		2017-11-24 00:00:00	+3	1615236	1615373	138
singl	1	Streptococcus thermophilus CNCM I-1630	53684898	AGFN01_v1_3310003	CDS	automatic/finished		GTP diphosphokinase	2.7.6.5	no						no		2017-11-24 00:00:00	+1	1615261	1615641	381
singl	1	Streptococcus thermophilus CNCM I-1630	53684899	AGFN01_v1_3320001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	-2	1615815	1615964	150
singl	1	Streptococcus thermophilus CNCM I-1630	53684902	AGFN01_v1_3340001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+1	1617640	1617858	219
singl	1	Streptococcus thermophilus CNCM I-1630	53684907	AGFN01_v1_3380001	CDS	automatic/finished		Histidinol-phosphatase	3.1.3.15	no						no		2017-11-24 00:00:00	-2	1620960	1621445	486
singl	1	Streptococcus thermophilus CNCM I-1630	53684909	AGFN01_v1_3400001	fCDS	automatic/finished	potD	fragment of polyamine transporter subunit ; periplasmic-binding component of ABC superfamily (part 2)		pseudo	t : transporter	9 : Periplasmic	1.1.4 : Amines ; 1.7.14 : Polyamine biosynthesis ; 4.3.A.1.p : periplasmic binding component ; 4.S.166 : putrescine/spermidine ; 7.2 : Periplasmic space ;	5.4 : Polyamine biosynthesis ; 6.2 : Amino acids and amines ; 7.1 : Amino acids, peptides and amines ;	1939142, 8194593, 8621624, 8740179, 8897598, 9298646	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-2	1622631	1623101	471
singl	1	Streptococcus thermophilus CNCM I-1630	53684910	AGFN01_v1_3400002	fCDS	automatic/finished	potD	fragment of polyamine transporter subunit ; periplasmic-binding component of ABC superfamily (part 1)		pseudo	t : transporter	9 : Periplasmic	1.1.4 : Amines ; 1.7.14 : Polyamine biosynthesis ; 4.3.A.1.p : periplasmic binding component ; 4.S.166 : putrescine/spermidine ; 7.2 : Periplasmic space ;	5.4 : Polyamine biosynthesis ; 6.2 : Amino acids and amines ; 7.1 : Amino acids, peptides and amines ;	1939142, 8194593, 8621624, 8740179, 8897598, 9298646	no	2a : Function from experimental evidences in other organisms	2017-11-24 00:00:00	-1	1623172	1623402	231
singl	1	Streptococcus thermophilus CNCM I-1630	53684912	AGFN01_v1_3420001	CDS	automatic/finished		Acetyltransferase, GNAT family (fragment)		no						no		2017-11-24 00:00:00	+2	1624559	1624741	183
singl	1	Streptococcus thermophilus CNCM I-1630	53684913	AGFN01_v1_3430001	CDS	automatic/finished		Di-/tripeptide transporter		no						no		2017-11-24 00:00:00	+1	1625062	1625694	633
singl	1	Streptococcus thermophilus CNCM I-1630	53684914	AGFN01_v1_3440001	CDS	automatic/finished		putative cytosolic protein		no						no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	+2	1625921	1626148	228
singl	1	Streptococcus thermophilus CNCM I-1630	53684915	AGFN01_v1_3440002	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2017-11-24 00:00:00	+3	1626513	1626695	183
singl	1	Streptococcus thermophilus CNCM I-1630	53684916	AGFN01_v1_3450001	fCDS	automatic/finished	yhaR	fragment of putative dehydratase / isomerase (part 2)		pseudo	e : enzyme				22961985	no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	-2	1627170	1627313	144
singl	1	Streptococcus thermophilus CNCM I-1630	53684917	AGFN01_v1_3450002	fCDS	automatic/finished	yhaR	fragment of putative dehydratase / isomerase (part 1)		pseudo	e : enzyme				22961985	no	3 : Putative function from multiple computational evidences	2017-11-24 00:00:00	-3	1627337	1627627	291
singl	1	Streptococcus thermophilus CNCM I-1630	53684919	AGFN01_v1_3470002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+2	1629134	1629295	162
singl	1	Streptococcus thermophilus CNCM I-1630	53684922	AGFN01_v1_3490002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+3	1631322	1631561	240
singl	1	Streptococcus thermophilus CNCM I-1630	53684926	AGFN01_v1_3520001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	-1	1634164	1634361	198
singl	1	Streptococcus thermophilus CNCM I-1630	53684927	AGFN01_v1_3520002	CDS	automatic/finished		Anthranilate synthase	4.1.3.27	no						no		2017-11-24 00:00:00	-2	1634667	1634891	225
singl	1	Streptococcus thermophilus CNCM I-1630	53684929	AGFN01_v1_3530001	CDS	automatic/finished		5-formyltetrahydrofolate cyclo-ligase	6.3.3.2	no						no		2017-11-24 00:00:00	-3	1635782	1636246	465
singl	1	Streptococcus thermophilus CNCM I-1630	53684932	AGFN01_v1_3550001	CDS	automatic/finished		Translation initiation inhibitor		no						no		2017-11-24 00:00:00	-1	1638172	1638402	231
singl	1	Streptococcus thermophilus CNCM I-1630	53684934	AGFN01_v1_3560002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+1	1639537	1639806	270
singl	1	Streptococcus thermophilus CNCM I-1630	53684935	AGFN01_v1_3560003	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+3	1639815	1639898	84
singl	1	Streptococcus thermophilus CNCM I-1630	53684939	AGFN01_v1_3600001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	-2	1642863	1642979	117
singl	1	Streptococcus thermophilus CNCM I-1630	53684940	AGFN01_v1_3600002	CDS	automatic/finished		Aquaporin		no						no		2017-11-24 00:00:00	+2	1643429	1643617	189
singl	1	Streptococcus thermophilus CNCM I-1630	53684941	AGFN01_v1_3600003	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+2	1643636	1643809	174
singl	1	Streptococcus thermophilus CNCM I-1630	53684942	AGFN01_v1_3610001	CDS	automatic/finished		ABC transporter substrate-binding protein		no						no		2017-11-24 00:00:00	+3	1644423	1644758	336
singl	1	Streptococcus thermophilus CNCM I-1630	53684943	AGFN01_v1_3610002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+1	1644751	1644927	177
singl	1	Streptococcus thermophilus CNCM I-1630	53684944	AGFN01_v1_3610003	CDS	automatic/finished		ABC transporter substrate-binding protein		no						no		2017-11-24 00:00:00	+1	1644988	1645170	183
singl	1	Streptococcus thermophilus CNCM I-1630	53684946	AGFN01_v1_3630001	CDS	automatic/finished		sulfur-containing amino-acid ABC transporter (ATP-binding protein) (fragment)		no						no		2017-11-24 00:00:00	+1	1647280	1647573	294
singl	1	Streptococcus thermophilus CNCM I-1630	53684950	AGFN01_v1_3660001	CDS	automatic/finished		ribosomal protein S12 (BS12) (fragment)		no						no		2017-11-24 00:00:00	+1	1650058	1650201	144
singl	1	Streptococcus thermophilus CNCM I-1630	53684951	AGFN01_v1_3660002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+2	1650425	1650553	129
singl	1	Streptococcus thermophilus CNCM I-1630	53684952	AGFN01_v1_3670001	CDS	automatic/finished		Protein-synthesizing GTPase	3.6.5.3	no						no		2017-11-24 00:00:00	-2	1650798	1651583	786
singl	1	Streptococcus thermophilus CNCM I-1630	53684955	AGFN01_v1_3690001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	-2	1653057	1653209	153
singl	1	Streptococcus thermophilus CNCM I-1630	53684956	AGFN01_v1_3700001	CDS	automatic/finished		Murein hydrolase exporter (fragment)		no						no		2017-11-24 00:00:00	+1	1653808	1653960	153
singl	1	Streptococcus thermophilus CNCM I-1630	53684957	AGFN01_v1_3700002	CDS	automatic/finished		Murein hydrolase export regulator		no						no		2017-11-24 00:00:00	+2	1653953	1654162	210
singl	1	Streptococcus thermophilus CNCM I-1630	53684958	AGFN01_v1_3700003	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+1	1654222	1654413	192
singl	1	Streptococcus thermophilus CNCM I-1630	53684959	AGFN01_v1_3710001	CDS	automatic/finished		Succinyl-diaminopimelate desuccinylase	3.5.1.18	no						no		2017-11-24 00:00:00	-1	1654777	1655166	390
singl	1	Streptococcus thermophilus CNCM I-1630	53684962	AGFN01_v1_3730001	CDS	automatic/finished		Iron-chelate-transporting ATPase	3.6.3.34	no						no		2017-11-24 00:00:00	+3	1656540	1656854	315
singl	1	Streptococcus thermophilus CNCM I-1630	53684963	AGFN01_v1_3730002	CDS	automatic/finished		Ferric anguibactin-binding protein		no						no		2017-11-24 00:00:00	+2	1656866	1657102	237
singl	1	Streptococcus thermophilus CNCM I-1630	53684964	AGFN01_v1_3740001	CDS	automatic/finished		Multidrug resistance ABC transporter ATP-binding and permease protein		no						no		2017-11-24 00:00:00	-2	1657200	1657598	399
singl	1	Streptococcus thermophilus CNCM I-1630	53684965	AGFN01_v1_3750001	CDS	automatic/finished		Proline--tRNA ligase	6.1.1.15	no						no		2017-11-24 00:00:00	+2	1657745	1658047	303
singl	1	Streptococcus thermophilus CNCM I-1630	53684966	AGFN01_v1_3750002	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2017-11-24 00:00:00	+3	1658238	1658312	75
singl	1	Streptococcus thermophilus CNCM I-1630	53684967	AGFN01_v1_3760001	CDS	automatic/finished		H(+)-transporting two-sector ATPase	3.6.3.14	no						no		2017-11-24 00:00:00	+1	1658614	1658841	228
singl	1	Streptococcus thermophilus CNRZ1066	1892264	STRT10731	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2007-05-16 00:00:00	+3	627681	627848	168
singl	1	Streptococcus thermophilus CNRZ1066	1892266	STRT10754	CDS	automatic/finished		Predicted phosphoesterase (fragment)		no						UNIQUE_AMIGA		2007-05-16 00:00:00	+3	644220	644378	159
singl	1	Streptococcus thermophilus CNRZ1066	1892277	STRT10850	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2007-05-16 00:00:00	-3	728645	728785	141
singl	1	Streptococcus thermophilus CNRZ1066	1892300	STRT11022	CDS	automatic/finished		putative oxidoreductase, Zn-dependent and NAD(P)-binding (fragment)		no						NEW	3 : Putative function from multiple computational evidences	2007-05-16 00:00:00	+2	855182	855352	171
singl	1	Streptococcus thermophilus CNRZ1066	1892338	STRT11286	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2007-05-16 00:00:00	-3	1060355	1060489	135
singl	1	Streptococcus thermophilus CNRZ1066	1892339	STRT11288	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2007-05-16 00:00:00	+1	1060822	1061016	195
singl	1	Streptococcus thermophilus CNRZ1066	1892366	STRT11580	CDS	automatic/finished		BIR protein, putative (Fragment) (fragment)		no						UNIQUE_AMIGA		2007-05-16 00:00:00	-1	1320958	1321167	210
singl	1	Streptococcus thermophilus CNRZ1066	1892437	STRT12085	CDS	automatic/finished		ABC-type multidrug transport system, ATPase and permease component (fragment)		no						UNIQUE_AMIGA		2007-05-16 00:00:00	+1	1725886	1726125	240
singl	1	Streptococcus thermophilus CNRZ1066	1892748	str0323	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				WRONG	5 : Unknown function	2007-05-16 00:00:00	+3	307086	307343	258
singl	1	Streptococcus thermophilus CNRZ1066	1893053	str0673	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_BANK	5 : Unknown function	2007-05-16 00:00:00	+3	638544	638792	249
singl	1	Streptococcus thermophilus CNRZ1066	1893079	str0710	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				COMMON	4 : Unknown function but conserved in other organisms	2007-05-16 00:00:00	+3	669888	670283	396
singl	1	Streptococcus thermophilus CNRZ1066	1893469	str0867	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				WRONG	5 : Unknown function	2007-05-16 00:00:00	+1	797821	797982	162
singl	1	Streptococcus thermophilus CNRZ1066	1893641	str0985	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				WRONG	5 : Unknown function	2007-05-16 00:00:00	+2	887993	888241	249
singl	1	Streptococcus thermophilus CNRZ1066	1894260	str0436	CDS	automatic/finished		Mitochondrial ribosomal protein S3 (fragment)		no						WRONG		2007-05-16 00:00:00	-1	411511	411705	195
singl	1	Streptococcus thermophilus CNRZ1066	1894270	str0506	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				WRONG	5 : Unknown function	2007-05-16 00:00:00	-1	475654	475830	177
singl	1	Streptococcus thermophilus CNRZ1066	1894763	str1206	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				COMMON	5 : Unknown function	2007-05-16 00:00:00	-1	1060408	1060701	294
singl	1	Streptococcus thermophilus CNRZ1066	1895925	str1956	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				WRONG	5 : Unknown function	2007-05-16 00:00:00	-1	1734877	1735107	231
singl	1	Streptococcus thermophilus CNRZ21N	59659151	STHERMOCNRZ21N_v1_10001	CDS	automatic/finished		General stress protein 30 (fragment)	2.-.-.-	no						no		2018-07-06 00:00:00	+1	82	312	231
singl	1	Streptococcus thermophilus CNRZ21N	59659153	STHERMOCNRZ21N_v1_10003	CDS	automatic/finished		EpsM (fragment)		no						no		2018-07-06 00:00:00	+1	1384	1740	357
singl	1	Streptococcus thermophilus CNRZ21N	59659194	STHERMOCNRZ21N_v1_10044	fCDS	automatic/finished	tyrS	fragment of tyrosyl-tRNA synthetase (part 1)	6.1.1.1	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	12547201, 15879350, 1735721, 9098057	no	2a : Function from experimental evidences in other organisms	2018-07-06 00:00:00	+3	29964	30611	648
singl	1	Streptococcus thermophilus CNRZ21N	59659195	STHERMOCNRZ21N_v1_10045	fCDS	automatic/finished	tyrS	fragment of tyrosyl-tRNA synthetase (part 2)	6.1.1.1	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	12547201, 15879350, 1735721, 9098057	no	2a : Function from experimental evidences in other organisms	2018-07-06 00:00:00	+1	30577	30873	297
singl	1	Streptococcus thermophilus CNRZ21N	59659527	STHERMOCNRZ21N_v1_10377	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2018-07-06 00:00:00	-1	303907	304347	441
singl	1	Streptococcus thermophilus CNRZ21N	59659530	STHERMOCNRZ21N_v1_10380	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2018-07-06 00:00:00	-3	306497	307381	885
singl	1	Streptococcus thermophilus CNRZ21N	59659531	STHERMOCNRZ21N_v1_10381	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2018-07-06 00:00:00	-1	307453	308106	654
singl	1	Streptococcus thermophilus CNRZ21N	59659551	STHERMOCNRZ21N_v1_10401	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	-1	323668	323964	297
singl	1	Streptococcus thermophilus CNRZ21N	59659552	STHERMOCNRZ21N_v1_10402	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2018-07-06 00:00:00	-2	323898	324233	336
singl	1	Streptococcus thermophilus CNRZ21N	59659559	STHERMOCNRZ21N_v1_10409	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2018-07-06 00:00:00	-2	327222	327701	480
singl	1	Streptococcus thermophilus CNRZ21N	59659719	STHERMOCNRZ21N_v1_10569	CDS	automatic/finished	rplL	ribosomal protein L12 (BL9)		no	s : structure			16.2 : Construct biomass (Anabolism) ;	12682299, 6771249, 8755892, 26101249	no	2a : Function from experimental evidences in other organisms	2018-07-06 00:00:00	-1	468634	469020	387
singl	1	Streptococcus thermophilus CNRZ21N	59659830	STHERMOCNRZ21N_v1_10680	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	-2	563340	563459	120
singl	1	Streptococcus thermophilus CNRZ21N	59659971	STHERMOCNRZ21N_v1_10821	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	-2	689787	690302	516
singl	1	Streptococcus thermophilus CNRZ21N	59660022	STHERMOCNRZ21N_v1_10872	CDS	automatic/finished		Acyl CoA thioesterase (fragment)		no						no		2018-07-06 00:00:00	-2	734979	735152	174
singl	1	Streptococcus thermophilus CNRZ21N	59660134	STHERMOCNRZ21N_v1_20001	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	+3	829584	829826	243
singl	1	Streptococcus thermophilus CNRZ21N	59660139	STHERMOCNRZ21N_v1_20006	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	-1	841021	841185	165
singl	1	Streptococcus thermophilus CNRZ21N	59660140	STHERMOCNRZ21N_v1_20007	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	-2	841218	841355	138
singl	1	Streptococcus thermophilus CNRZ21N	59660339	STHERMOCNRZ21N_v1_30199	CDS	automatic/finished		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (fragment)		no						no		2018-07-06 00:00:00	+1	1024117	1024242	126
singl	1	Streptococcus thermophilus CNRZ21N	59660367	STHERMOCNRZ21N_v1_30227	CDS	automatic/finished		Transcriptional regulator (fragment)		no						no		2018-07-06 00:00:00	-1	1050943	1051341	399
singl	1	Streptococcus thermophilus CNRZ21N	59660377	STHERMOCNRZ21N_v1_30237	CDS	automatic/finished		CpsL (fragment)		no						no		2018-07-06 00:00:00	-1	1057519	1058088	570
singl	1	Streptococcus thermophilus CNRZ21N	59660378	STHERMOCNRZ21N_v1_30238	CDS	automatic/finished		CpsL (fragment)		no						no		2018-07-06 00:00:00	-2	1058181	1058441	261
singl	1	Streptococcus thermophilus CNRZ21N	59661022	STHERMOCNRZ21N_v1_30882	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2018-07-06 00:00:00	-3	1618220	1618399	180
singl	1	Streptococcus thermophilus CNRZ21N	59661023	STHERMOCNRZ21N_v1_30883	CDS	automatic/finished		conserved membrane protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2018-07-06 00:00:00	-1	1618348	1618671	324
singl	1	Streptococcus thermophilus CNRZ21N	59661275	STHERMOCNRZ21N_v1_31135	CDS	automatic/finished		Fe-S oxidoreductase (fragment)		no						no		2018-07-06 00:00:00	+3	1815324	1815527	204
singl	1	Streptococcus thermophilus CNRZ21N	59661276	STHERMOCNRZ21N_v1_31136	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	+2	1815545	1815784	240
singl	1	Streptococcus thermophilus CNRZ21N	59661277	STHERMOCNRZ21N_v1_31137	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	+2	1815935	1816057	123
singl	1	Streptococcus thermophilus CNRZ21N	59661278	STHERMOCNRZ21N_v1_31138	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	+2	1816793	1817062	270
singl	1	Streptococcus thermophilus CNRZ21N	59661279	STHERMOCNRZ21N_v1_31139	CDS	automatic/finished		Thiamine import ATP-binding protein ThiQ (fragment)	3.6.3.-	no						no		2018-07-06 00:00:00	+1	1817266	1817556	291
singl	1	Streptococcus thermophilus CNRZ21N	59661281	STHERMOCNRZ21N_v1_31141	CDS	automatic/finished		Replication initiation protein, RepA family (fragment)		no						no		2018-07-06 00:00:00	+1	1818424	1818690	267
singl	1	Streptococcus thermophilus CNRZ21N	59661282	STHERMOCNRZ21N_v1_31142	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2018-07-06 00:00:00	+3	1818834	1818950	117
singl	1	Streptococcus thermophilus CS8	53712444	BAY21AM_0211	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				UNIQUE_AMIGA	5 : Unknown function	2017-11-24 00:00:00	+3	163845	164033	189
singl	1	Streptococcus thermophilus DGCC 7710 complete	54931635	CW339_08785	CDS	automatic/finished		isochorismatase		pseudo						WRONG		2018-01-29 00:00:00	-2	1672323	1672418	96
singl	1	Streptococcus thermophilus DGCC 7710 complete	54931704	CW339_09135	CDS	automatic/finished		hypothetical protein		pseudo						WRONG		2018-01-29 00:00:00	+3	1733451	1733663	213
singl	1	Streptococcus thermophilus EPS	54934527	CR922_RS00630	CDS	automatic/finished		type I restriction-modification system subunit M		no						COMMON		2018-01-29 00:00:00	+1	106612	108156	1545
